epoch	global_step	loss	test_loss	test_accuracy
1	910	0.18504030134958716	0.10102416047423533	0.18306749662923302	0.9649146034688203	
2	1820	0.08895014052043905	0.08587347680252841	0.15666546307117	0.9698133192109095	
3	2730	0.0704892216549654	0.07810628173082775	0.1468722988269946	0.9758153493093252	
4	3640	0.05494691086817881	0.0873583875044041	0.14824774885060282	0.9751092281212763	
5	4550	0.04256587594345847	0.07494943665524977	0.15807164072546664	0.9765214704973741	
6	5460	0.032243842239092504	0.07801201727901509	0.16000818002146516	0.9767421333686394	
7	6370	0.02518639884152575	0.10514189284146871	0.167369186892184	0.9771393265369169	
8	7280	0.020734191825437478	0.10097462884311498	0.23888463157227	0.9784633037645086	
9	8190	0.015214706057568137	0.1285245743600151	0.2169617193887073	0.9778013151507128	
10	9100	0.013511554027306603	0.11430490745759302	0.21958902077786976	0.9769627962399047	
11	10010	0.009602206903942355	0.10395855380387259	0.23239731889092521	0.9778013151507128	
12	10920	0.008044729357669105	0.11427750179063878	0.24084434889909664	0.979566618120835	
13	11830	0.006812972377979799	0.10558618065878046	0.23359344489453884	0.9781543757447372	
14	12740	0.005119681243265334	0.13766247134487222	0.26187204812349896	0.9781102431704841	
15	13650	0.004514720957590875	0.15128177350409336	0.259485451665068	0.9778454477249658	
16	14560	0.0034436324265278437	0.13747446982087025	0.2683766262696613	0.9786839666357738	
17	15470	0.0032471490500269044	0.14755530056755672	0.27694378408153403	0.9777130500022067	
18	16380	0.003390916867411451	0.15258121276651712	0.288620422451244	0.9783309060417494	
19	17290	0.002791229670917376	0.13307913638429578	0.2736947111199411	0.97877223178428	
20	18200	0.0018592704827224823	0.14383887042197968	0.30108604342975914	0.9785515689130146	
21	19110	0.0015080013169418824	0.1615120015070552	0.3027917841233186	0.978021978021978	
22	20020	0.0015321528466311965	0.15551334867211736	0.311930811751215	0.9779778454477249	
23	20930	0.001060984225582965	0.16645107171613102	0.30310180024262695	0.978816364358533	
24	21840	0.0013259044964408012	0.1581681744248803	0.3177876211284252	0.9775365197051944	
25	22750	0.0011089984506985015	0.16706496866881576	0.29861177741254785	0.9783750386160025	
26	23660	0.0003684226337040005	0.1798894880002224	0.30434451483832553	0.9784633037645086	
27	24570	0.0006663615506208221	0.18642006124709465	0.3254835933781742	0.9776689174279536	
28	25480	0.0005563900451111944	0.18147280034764954	0.32506735832168815	0.9782426408932433	
29	26390	0.0002922160049870349	0.18474897511537472	0.3239568078730127	0.9784191711902556	
30	27300	0.00018977106104572597	0.18631361713806818	0.32599550279116835	0.9783750386160025	
